Ensembl ID,Description,Gene Name,OMIM number,Curator's Note,PubMed IDs,Localisation,First order,Second order,In SCGSv1,Predicted in SCGSv1 paper,Predicted in CiliaCarta
ENSG00000117650,NIMA related kinase 2(NEK2),NEK2,,"Phosphorylates the centrosomal linker proteins C- Nap1, Cep68 and Rootletin to promote centriole separation, and is involved in the development of left-right asymmetry by regulating balancing ciliogenesis and resorption (PMID: 26493400). Phosphorylates Kif24, a depolymerising kinesin (PMID: 26290419). Influences centrosome-anchored microtubules organisation and promotes cilium disassembly at the onset of mitosis (PMID: 22613497). NEK2 removes distal appendage components from the mother centriole, preventing cilia maintenance during mitosis (PMID: 32211891).","PMID: 26493400,PMID: 26290419, PMID: 22613497, PMID: 32211891","Proximal end of centroles, distal end of mother centriole, basal body.",x,,x,,x
ENSG00000114904,NIMA related kinase 4(NEK4),NEK4,,Interacts with RPGRIP1 and RPGRIP1L to regulate cilium integrity and/or assembly. It associates with ciliary rootlets to regulate cilia stability,PMID: 21685204,"Basal Body, Ciliary Rootlet",x,,x,,x
ENSG00000160602,NIMA related kinase 8(NEK8),NEK8,609799,"Mutations cause nephronophthisis (NPHP9); it can be transported into cilia by Inv (PMID: 20169535). Controls or modulates the ciliary localization of PC1 and PC2, as well as ciliary length (PMID: 18235101). It is speculated that Nek8 activity may be required to initiate ciliogenesis, and degradation may be required to prevent it (PMID: 22106379). Component of the PC2 channel complex required to mediate nodal calcium flux, indispensable for the establishment of left-right asymmetry (PMID: 23274954).","PMID: 20169535, PMID: 18235101, PMID: 22106379, PMID: 23274954","Centrosomes, proximal segment of cilia (Inv compartiments), cytoplasm, nucleus.",x,,x,,x
ENSG00000116044,"nuclear factor, erythroid 2 like 2(NFE2L2)",NFE2L2,,"Also called NRF2. Primary Cilium-Autophagy-Nrf2 (PAN) Axis Activation Commits Human Embryonic Stem Cells to a Neuroectoderm Fate (PMID: 27020754). Negative regulator of primary ciliogenesis (via p62) and the Hh signaling pathway (through PTCH1), which blocks ciliary traslocation of BBS4 and SMO (PMID: 32053600). Contradictory paper says that it promotes ciliogenesis (PMID: 31554934)","PMID: 27020754, PMID: 32053600: PMID: 31554934",Nucleus,,x,,,
ENSG00000064300,nerve growth factor receptor(NGFR),NGFR,,Likely to provide signals to drive granule cell progenitor proliferation (PMID: 22995307). It may be involved in neurogenesis and memory- encoding functions in dentate gyral granule cells (PMID: 20875398).,"PMID: 22995307, PMID: 20875398","Ciliary Membrane, granule cell cilia",x,,x,,x
ENSG00000101004,ninein like(NINL),NINL,,"Also called NLP. It is involved in microtubule nucleation, anchoring and outgrowth (PMID: 18826961). NLP interacts with ciliopathy- associated proteins lebercilin, USH2A and CC2D2A. Interacts with DZANK1 in vesicle transport towards the photoreceptor outer segments and its development/maintenance, in photoreceptor cells (PMID: 26485514).","PMID: 18826961, PMID: 26485514","Basal Body, Centrosome",x,,x,,x
ENSG00000103024,NME/NM23 nucleoside diphosphate kinase 3(NME3),NME3,,"Facilitates DNA-repair mechanisms. Binds to several NPHPs, including NEK8, CEP164, and ankyrin repeat and sterile α motif domain- containing 6 (ANKS6). Required for determining left- right assymetry and ciliogenesis. Potential nephronophthisis disease gene (PMID: 30111592 ).",PMID: 30111592,Basal body,x,,,,
ENSG00000112981,NME/NM23 family member 5(NME5),NME5,,Hydrocephalus and infertility due to dysfunctional motile cilia in KO mouse (PMID: 21746835). Role in ciliary beating (PMID: 24424412). Mutations cause of human PCD (PMID: 32185794).,"PMID: 21746835, PMID: 24424412, PMID: 32185794","Axoneme, radial spokes.",x,,x,,x
ENSG00000086288,NME/NM23 family member 8(NME8),NME8,607421,"Also called TXNDC3, Candidate gene for PCD. Encodes a thioredoxine- nucleoside diphosphate kinase expressed in testis and respiratory epithelial cells. It is shown to have binding properties to microtubules (PMID: 17360648). Human ortholog of the sea urchin IC1 gene that encodes a component of sperm outer dynein arms (PMID: 19410201).","PMID: 17360648, PMID: 19410201",Sperm flagellum,x,,x,,x
ENSG00000148400,notch receptor 1(NOTCH1),NOTCH1,,"It is glycosylated by GALNT11 to establish an essential balance between motile and immotile cilia at the left-right organiser, controlling laterality (PMID: 24226769).",PMID: 24226769,"Plasma Membrane, Nucleus",,x,,,x
ENSG00000144061,nephrocystin 1(NPHP1),NPHP1,607100,"Involved in centrosome and cilia function. Causative gene in the majority of familial cases of nephronophthisis and recently associated with Joubert syndrome (PMID: 15138899, PMID: 22982934).","PMID: 15138899, PMID: 22982934","Transition zone, connecting cilium",x,,x,,x
ENSG00000113971,nephrocystin 3(NPHP3),NPHP3,608002,Mutations cause nephronophthisis type 3 (PMID: 22328406). Interaction with Inversin is essential for NPHP3 localisation (PMID: 20169535). Cooperates with Inversin and promotes ANKS6 phosphorylation by NEK8 in renal cilia. It may be involved in the regulation of noncanonical Wnt-pathway (PMID: 29395339).,"PMID: 22328406, PMID: 20169535, PMID: 29395339","Basal body, Inv compartment.",x,,x,,x
ENSG00000131697,nephrocystin 4(NPHP4),NPHP4,607215,Involved in familial juvenile nephronophthisis and retinitis pigmentosa. Component of the transition zone barrier that controls the movement of proteins between the flagellar and cytoplasmic compartments. Potentially interacts with MKS/B9 proteins to prevent ciliary membrane proteins from diffusing out of the cilium (PMID: 25150219). Probably involved in actin and microtubule organisation in cell–cell and cell–matrix adhesion signaling (PMID:,"PMID: 25150219, PMID: 15661758","Basal body, transition zone. axoneme.",x,,x,,x
ENSG00000185149,neuropeptide Y receptor Y2(NPY2R),NPY2R,,"Encodes a G protein-coupled receptors involved in energy homeostasis, and could be a major driver of hyperphagia- induced obesity in BBS (PMID: 24316073).",PMID: 24316073,Cilium membrane,x,,,,x
ENSG00000164129,neuropeptide Y receptor Y5(NPY5R),NPY5R,,Encodes a G protein-coupled receptors involved in energy homeostasis (PMID: 24316073).,PMID: 24316073,Cilium membrane,x,,,,
ENSG00000012504,nuclear receptor subfamily 1 group H member 4(NR1H4),NR1H4,,Regulates autophagy by controlling transcription of genes involved in autophagic pathways. It negatively regulares ciliogenesis by inhibiting autophagy (PMID: 29771182)..,PMID: 29771182,Nucleus,,x,,,
ENSG00000168101,nudix hydrolase 16 like 1(NDUT16L1),NUDT16L1,,Also called SDOS. Controls cilium biogenesis by regulating the translation of cilia mRNAs involved in ciliogenesis. Controls synthesis of constituent proteins of the primary cilium.,PMID: 30260431,"Nucleus and cytoplasm (endoplasmic reticulum, associated translating ribosomes)",,x,,,
ENSG00000133961,NUMB endocytic adaptor protein(NUMB),NUMB,,"Potential role in regulation of protein trafficking and polarised delivery of Cng channels to photoreceptor cilia, through recycling endosomes for delivery to OS plasma membrane (PMID: 25319694 ).",PMID: 25319694,"Cytoplasm, inner segment of photoreceptor cilia.",,x,,,
ENSG00000155561,nucleoporin 205(NUP205),NUP205,,"Encodes a protein of the inner ring of the nuclear pore complex. Implicated as causes of steroid resistant nephrotic syndrome. When knocked down in Xenopus, Nup205 depletion results in loss of cilia and abnormal cardiac morphology, and mispositioning of intracellular ciliary structures such as basal bodies and rootlets (PMID: 33065118). Downregulated in NEK3-/- patients who are predisposed to cilia-related abnormal cardiac left-right patterning",PMID: 33065118,Nuclear pore,,x,,,
ENSG00000163002,nucleoporin 35(NUP35),NUP35,,"Inner ring nucleoporin, component of ciliary pore complex that regulares protein transport into cilia (PMID: 22388888)",PMID: 22388888,"Transition zone, inner ring",x,,x,,x
ENSG00000075188,nucleoporin 37(NUP37),NUP37,,"Outer ring nucleoporin, component of ciliary pore complex that regulares protein transport into cilia (PMID: 22388888)",PMID: 22388888,"Transition zone, outer ring",x,,x,,x
ENSG00000213024,nucleoporin 62(NUP62),NUP62,,"Central chanel nucleoporin, component of ciliary pore complex that regulares protein transport into cilia (PMID: 22388888). Involved in active transport of cytosolic proteins into both ciliary and nuclear compartments (PMID: 25264252).","PMID: 22388888, PMID: 25264252",Transition zone,x,,x,,x
ENSG00000110713,nucleoporin 98(NUP98),NUP98,,"Interact with Nek2 to regulate cilium integrity, as removal of Nup98 from the ciliary nucleoporin complex is mandatory for ciliary resorption (PMID: 26493400). Component of a diffusion barrier that limits diffusion of molecules >70kDa between cytoplasm and ciliary matrix.Knockdown of NUB98 stops cilium elongations, suggesting it is required for cilia length regulation (PMID: 29731308).","PMID: 26493400, PMID: 29731308",Transition zone,x,,,x,
ENSG00000122126,"OCRL, inositol polyphosphate- 5-phosphatase(OCRL)",OCRL,300535,Interacts with GTPases and is involved in intracellular trafficking and cilia maintenance; mutation are associated with Lowe syndrome (PMID: 22543976). Required for cilia assembly by contributing to Rab8/IPIP27 dependent protein trafficking to the primary cilia (PMID: 22228094) and modulation of cilia length (PMID: 22680056). Required for primary cilia to respond to pressure stimulation through its interaction with vanilloid 4 (PMID: 25143588).,"PMID: 22543976, PMID: 22228094, PMID: 22680056, PMID: 25143588","Trans-Golgi network, basal body, transition zone and axoneme.",x,,x,,x
ENSG00000046651,"OFD1, centriole and centriolar satellite protein(OFD1)",OFD1,300170,"Associated with oral-facial- digital type I syndrome. Absence of the Ofd1 protein leads to basal body dysfunction, which in turn prevents the assembly of the primary cilium, and causes failure of left-right axis specification (PMID: 16311594). It associates with the distal ends of centriolar microtubules to build distal appendages, recruit Ift88, and stabilise centriole length and regulate ciliogenesis (PMID: 20230748). Its presence at the centriolar satellite suppresses primary ciliogenesis and removal of OFD1 by autophagy promotes it (PMID: 24089205).","PMID: 16311594, PMID: 20230748, PMID: 24089205","Distal end of centrioles, centriolar satellites, nucleus",x,,x,,x
ENSG00000169856,one cut homeobox 1(ONECUT1),ONECUT1,,"Also called HNF6. Transcription factor that controls the expression of a network of genes involved in ciliogenesis, cilium function and in hereditary polycystic diseases (PMID: 16472605).",PMID: 16472605,Nucleus,,x,,,x
ENSG00000268221,"opsin 1 (cone pigments), medium-wave- sensitive(OPN1MW)",OPN1MW,,Encodes photoreceptor opsins and is associated with blue cone monochromacy (PMID: 30614359). Requires IFT20 for localisation (PMID: 21307337).,"PMID: 30614359, PMID: 21307337",Cone photoreceptor outer segment,x,,,,x
ENSG00000166160,"opsin 1 (cone pigments), medium-wave-sensitive 2(OPN1MW2)",OPN1MW2,,Encodes photoreceptor opsins and is associated with blue cone monochromacy (PMID: 30614359). Requires IFT20 for localisation (PMID: 21307337).,"PMID: 30614359, PMID: 21307337",Cone photoreceptor outer segment,x,,,,
ENSG00000128617,"opsin 1 (cone pigments), short- wave-sensitive(OPN1SW)",OPN1SW,,Encodes photoreceptor opsins and is associated with blue cone monochromacy (PMID: 30614359). Requires IFT20 for localisation (PMID: 21307337).,"PMID: 30614359, PMID: 21307337",Cone photoreceptor outer segment,x,,,,x
ENSG00000085840,origin recognition complex subunit 1(ORC1),ORC1,601902,"Mutations are associated with Seckel syndrome and/or Meier-Gorlin syndrome (PMID: 23516378). Knockdown affects ciliogenesis and Hh signaling. It prevents reduplication events that could lead to supernumerary centrioles, which has been associated with cilia defects (PMID: 30696958).","PMID: 23516378, PMID: 30696958",Centrosome,x,,x,,x
ENSG00000174944,purinergic receptor P2Y14(P2RY14),P2RY14,,Neuronal ciliary GPCR,PMID: 26167768,"Neuronal cilia membrane, base of primary cilia",x,,,,
ENSG00000112530,PARK2 coregulated(PACRG),PACRG,,"Interacts with Rib72, FAP252, and FAP20 to regulate ciliary motility (PMID: 27770595). Required for proper activation of dynein-driven microtubule sliding and for the assembly of regulatory components. Mutations lead to reduced assembly of inner-arm dynein IDA b, the beak-MIP structures and cause severe motility defects (PMID: 31116684).","PMID: 27770595, PMID: 31116684",Axoneme,x,,x,,x
ENSG00000100266,protein kinase C and casein kinase substrate in neurons 2(PACSIN2),PACSIN2,,"Promotes mother centriole to basal body transition at early stages in ciliogenesis. Required for the establishment of an extracellular membrane channel, through interaction with EHD1 to form the membrane tubules that connect the developing cilium to the cell surface. Regulates actin and microtubule cytoskeleton assembly (PMID: 30683896). Modulates primary cilium length in kidney epithelial cells and contributes to normal kidney tubular development/structure and repair (PMID: 23235565).","PMID: 30683896, PMID: 23235565","Preciliary membrane during ciliogenesis, Ciliary pocket membrane in mature cilia",x,,,,
ENSG00000007168,platelet activating factor acetylhydrolase 1b regulatory subunit 1(PAFAH1B1),PAFAH1B1,,"Also known as LIS1. It may regulate outer dynein arm activity and ciliary beating in the trachea. Essential role in cytoplasmic dynein regulation, mitosis and neuronal migration. Interacts with NudC(PMID: 17314247). Regulator of cytoplasmic dynein and alters its microtubule-binding affinity (PMID: 22855525).","PMID: 17314247, PMID: 22855525","Motile cilium axoneme, basal body and punctate structures throughout the cytoplasmic microtubule network",x,,x,,x
ENSG00000102981,par-6 family cell polarity regulator alpha(PARD6A),PARD6A,,Interacts with Par3 and aPKC to form a polarity complex that regulates the stability of the ciliary axoneme (PMID: 15324661),PMID: 15324661,Along the length of cilium,x,,x,,x
ENSG00000179270,photoreceptor cilium actin regulator(PCARE),PCARE,613425,Also called C2ORF71. Predominantly expressed in the retina. Important for photoreceptor outer segment morphogenesis and visual function in zebrafish (PMID: 29946172). Interacts with WASF3 and recruits it to the primary cilium; coexpression results in expansion of the ciliary tip (PMID: 32312818). Mutations are associated with retinitis pigmentosa (PMID: 20398886),PMID: 32312818; PMID: 29946172; PMID: 20398886,"Cillium, Basal body, actin",x,,x,,x
ENSG00000078674,pericentriolar material 1(PCM1),PCM1,,"Centriolar satellite protein/component that serves as a scaffold to target proteins to centrosome during centrosome maturation. When phosphorylated, it recruits Plk1 to the pericentriolar matrix before mitotic entry (PMID: 23345402). Involved in the formation of primary cilia by associating with CEP290 and BBSome during the ciliogenesis: required for ciliary localisation of Rab8. Role in the recruitment of major centrosomal proteins required for the formation of the non-motile primary cilium (PMID: 18772192, PMID: 31023719). Depletion reduces ciliogenesis (PMID: 21985783). Its localisation is dependent on BBS4, mislocalisation leads to deanchoring of centrosomal microtubules (PMID: 15107855). Required for focal ciliary integrity (PMID: 33214552)","PMID: 23345402, PMID: 18772192, PMID: 31023719, PMID: 21985783, PMID: 15107855; PMID: 33214552",Centriolar Satellites,x,,x,,x
ENSG00000105650,phosphodiesterase 4C(PDE4C),PDE4C,,"Catabolizes cAMP, located in renal primary cilia. Component of the AKAP150 complex, it promotes the hydrolysis of cAMP to negatively regulate cAMP signaling (PMID: 21670265).",PMID: 21670265,Cilium,x,,,,x
ENSG00000132915,phosphodiesterase 6A(PDE6A),PDE6A,180071,"Also known as RP43. Mutations have been associated with autosomal recessive retinitis pigmentosa (PMID: 26321862, PMID: 29118501), and increase intracellular cGMP triggering cell death most likely through a calcium/sodium imbalance (PMID: 30998820).","PMID: 26321862, PMID: 29118501, PMID: 30998820",Rod photoreceptor outer segment peripheral membrane,x,,,,x
ENSG00000133256,phosphodiesterase 6B(PDE6B),PDE6B,180072,"Also known as RP40. Mutations have been associated with autosomal recessive rod-cone dystrophy and increase intracellular cGMP triggering cell death most likely through a calcium/sodium imbalance (PMID: 30998820, PMID: 27588261).","PMID: 30998820, PMID: 27588261",Rod photoreceptor outer segment peripheral membrane,x,,,,x
ENSG00000185527,phosphodiesterase 6G(PDE6G),PDE6G,180073,Localised to rod outer segment by ARL13B (PMID: 30573647). Encodes for the inhibitory γ subunit of rod photoreceptor cyclic GMP- phosphodiesterase. Mutations are associated with retinitis pigmentosa (PMID: 20655036).,"PMID: 30573647, PMID: 20655036",Rod outer segment,x,,,,x
ENSG00000186862,PDZ domain containing 7(PDZD7),PDZD7,612971,Retinal disease modifier in patients with digenic Usher syndrome. Homolog of whirlin (USH2D) and harmonin (USH1C). Part of the Usher protein complex (PMID: 20440071). It positions and stabilises GPR98 (PMID: 23055499).,"PMID: 20440071, PMID: 23055499",Basal body and perinuclear region; ankle-link region of stereocilia.,x,,x,,x
ENSG00000083535,progesterone immunomodulatory binding factor 1(PIBF1),PIBF1,300933,"Also known as CEP90. Centriolar satelite protein required for centrosome protein recruitment, centrosomal accumulation of PCM-1 and primary cilia formation, as well as BBS4 recruitment and localisation to the cilium (PMID: 23110211). Mutations have been identified as cause of the ciliopathies Joubert and Jeune syndromes (PMID: 26167768).","PMID: 23110211, PMID: 26167768",Centriolar satellites,x,x,x,,x
ENSG00000155629,phosphoinositide-3-kinase adaptor protein 1(PIK3AP),PIK3AP,,"PIK3AP1, aslo known as BCAP. Centriolar satellite protein that plays a role as negative regulator of ciliogenesis, specifically initiation (PMID: 28775150).",PMID: 28775150,"Basal body, centriolar satellite",x,,,,
ENSG00000011405,phosphatidylinositol-4- phosphate 3-kinase catalytic subunit type 2 alpha,PIK3C2A,,"Mutations cause syndromic short stature, skeletal abnormalities, and cataracts associated with ciliary dysfunction (PMID: 31034465). Critical for the formation of cilia and for receptor mediated endocytosis. Promotes the activation and pericentriolar localisation of Rab11+ vesicles, triggers the Rab8- dependent pathway and translocation of Smo to the primary cilium. Controls the production of PtdIns3P at the endocytic recycling compartment located at the base of the primary cilium (PMID: 24697898). PI3KC2α- dependent and VPS34- independent generation of PI3P controls primary cilium- mediated autophagy in response to shear stress","PMID: 31034465, PMID: 24697898, PMID: 31941925","Perinuclear area, Pericentriolar recycling compartment around the ciliary base",x,,,,
ENSG00000196455,phosphoinositide-3-kinase regulatory subunit 4(PIK3R4),PIK3R4,,Also known as VPS15. Interacts with the golgin GM130 to form a complex and ensure efficient loading of IFT20 in vesicles addressed from the cis-Golgi and transported to the basal body of the cilium (PMID: 27882921).,PMID: 27882921,Golgi,,x,,,x
ENSG00000072062,protein kinase cAMP-activated catalytic subunit alpha(PRKACA),PRKACA,,Catalytic subunit of PKA. At centriolar satellites. Part of a multimeric complex nucleated by PCM1. Phosphorylates NEK10 for CHIP-mediated ubiquitination and proteolysis resulting in cilia resorption. Patched1-ArhGAP36-PKA- Inversin axis determines the ciliary translocation of Smoothened for Sonic Hedgehog pathway activation. PMID: 30598432,PMID: 29581457; PMID: 30598432,Centriolar satellites,x,,,,x
ENSG00000165059,protein kinase cAMP-activated catalytic subunit gamma(PRKACG),PRKACG,,Catalytic subunit of PKA. At centriolar satellites. Part of a multimeric complex nucleated by PCM1. Phosphorylates NEK10 for CHIP-mediated ubiquitination and proteolysis resulting in cilia resorption. Patched1-ArhGAP36-PKA- Inversin axis determines the ciliary translocation of Smoothened for Sonic Hedgehog pathway activation. PMID: 30598432,PMID: 29581457; PMID: 30598432,Centriolar satellites,x,,,,x
ENSG00000158683,"polycystin 1 like 1, transient receptor potential channel interacting(PKD1L1)",PKD1L1,609721,"Interacts with Pkd2 to form a complex that functions as the nodal flow sensor in the motile cilia. This interaction is required for left-right patterning (PMID: 21307098, PMID: 21307093)","PMID: 21307098, PMID: 21307093",Cilium,x,,x,,x
ENSG00000118762,"polycystin 2, transient receptor potential cation channel(PKD2)",PKD2,173910,"Also known as PC2. Mutation causes autosomal dominant PKD. Dimerizes with PKD1 to form a channel in the ciliary membrane (PMID: 20392267) and mediate transduction of an extracellular mechanical stimulus into a Ca2+ signaling response involved in the differentiation of kidney tubular epithelial cells (PMID: 12514735, PMID: 26788466). PC2 enhances calcium release from the ER by stimulating the activity of the IP3 receptor (PMID: 26788466). Required for the asymmetric localization of Vangl2 and involved in the","PMID: 8650545, PMID: 20392267, PMID: 12514735, PMID: 26788466, PMID: 26245976",Cillium,x,,x,,x
ENSG00000107593,"polycystin 2 like 1, transient receptor potential cation channel(PKD2L1)",PKD2L1,,PKD1L1-PKD2L1 acts as a ciliary calcium channel controlling ciliary calcium concentration and thereby modifying SMO-activated GLI2 translocation and GLI1 expression (PMID: 24336288). Plays a role in localization with β2- adrenergic receptor (β2AR) on the neuronal primary cilia (PMID: 29230552).,"PMID: 24336288, PMID: 29230552",Cilium membrane,x,,,,x
ENSG00000170927,polycystic kidney and hepatic disease 1 (autosomal recessive)(PKHD1),PKHD1,606702,"Also known as FPC. Functional and/or structural component of primary cilia in kidney tubular cells (PMID: 14978161). Mutations are involved in utosomal recessive polycystic kidney disease (PMID: 15458427, PMID: 11898128, PMID: 14983006). PKHD1 may associate with a common pathway that alters ciliary function and cation channel activity and may act as an intraflagellar motor-binding protein. It also interacts with polycystins, which suggest it could be directly or indirectly involved in a common cystogenic pathway (PMID: 14983006).","PMID: 14978161, PMID: 15458427, PMID: 11898128, PMID: 14983006","Basal Body, Cilium, cytoplasm.",x,,x,,x
ENSG00000166851,polo like kinase 1(PLK1),PLK1,,Regulates of centrosome maturation. Induces the phosphorylation of the transition zone protein nephrocystin-1 and modulates trafficking required for ciliary maintenance or disassembly (PMID: 22701722). Interacts with and activates histone deacetylase 6 (HDAC6) to promote ciliary deacetylation and resorption. Plk1 is recruited to the pericentriolar region by PCM1 (PMID: 23345402).,"PMID: 22701722, PMID: 23345402",Transition Zone,x,,x,,x
ENSG00000142731,polo like kinase 4(PLK4),PLK4,605031,"Role in pericentrosomal localisation and integrity of centriolar satellite and ciliogenesis through PCM1 phosphorylation (PMID: 26755742). Interacts with CEP78. Over-expression induces centrosome amplification, which prevents the formation of basal bodies leading to loss of primary cilia (PMID: 26701933, PMID: 27246242).","PMID: 26755742, PMID: 26701933, PMID: 27246242",Centrioles,x,,,,x
ENSG00000164087,POC1 centriolar protein A(POC1A),POC1A,614783,"Stable component of centrioles that and plays a role in their formation and maintenance. Mutations cause ciliogenesis defects and impared mitosis, as well as primordial dwarfism (PMID: 26336158, PMID: 23015594, PMID: 22840364).","PMID: 26336158, PMID: 23015594, PMID: 22840364",Inner luminal walls and proximal ends of centrioles in the basal body.,x,,x,,x
ENSG00000152359,POC5 centriolar protein(POC5),POC5,,"Essential for assembling the distal half of the centriole and the elongation of the centrioles. Mutations of POC5 alter its subcellular localization and induce ciliary retraction (PMID: 19349582), in addition, impair cell cycle, cilia length and centrosome protein interactions (PMID: 30845169 ).","PMID: 19349582, PMID: 30845169",Distal portion of centrioles.,x,,,x,
ENSG00000185900,protein-O-mannose kinase(POMK),POMK,,"Hydrocephalus and infertility due to dysfunctional motile cilia, cerebellar dysplasia in KO mouse PMID: 21746835",PMID:21746835,ER,,x,x,,x
ENSG00000186951,peroxisome proliferator activated receptor alpha(PPARA),PPARA,,"Ciliogenesis is reciprocally regulated by PPARA and NR1H4/FXR through controlling autophagy in vitro and in vivo. Regulates autophagy by controlling transcription of genes involved in autophagic pathways, and activation of PPARA facilitated ciliogenesis independently of cellular nutritional states by activating autophagy (PMID: 29771182).",PMID: 29771182,Nucleus,,x,,,
ENSG00000011485,protein phosphatase 5 catalytic subunit(PPP5C),PPP5C,,PP5 interacts with and directly dephosphorylates Dvl2. Overexpression enhaces ciliogenesis (PMID: 29426949).,PMID: 29426949,"Centrosome, Basal Body",x,,,,x
ENSG00000102103,polyglutamine binding protein 1(PQBP1),PQBP1,,Interacts with and inhibits Dynamin 2 to induce neuronal ciliogenesis. Forms a complex with the GTPase Dynamin 2 and thereby inhibits its GTPase activity. Mutations of the PQBP1 WW domain cause recessive X-linked intellectual disability (PMID: 23994472).,PMID: 23994472,"Base of neuronal cilium, nucleus.",x,,,,
ENSG00000117450,peroxiredoxin 1(PRDX1),PRDX1,,"Antioxidant protein, involved in in the regulation of cilium disassembly (PMID: 24480440) and decreases the activity of Aurora A, through the regulation of the critical NEDD9-Aurora A-HDAC6 signal axis (PMID: 32357862).","PMID: 24480440, PMID: 32357862",Not reported in human cells. Flagella and basal bodies of Dunaliella salina,x,,,,
ENSG00000163637,prickle planar cell polarity protein 2(PRICKLE2),PRICKLE2,,Also known as PK2. Planar cell polarity core component involved in the development and function of motile cilia (PMID: 24708399). Role in anterograde transport. Required for basal body and cilia orientation (PMID: 24938409).,"PMID: 24708399, PMID: 24938409",Apical membrane,,x,,,
ENSG00000012211,prickle planar cell polarity protein 3(PRICKLE3),PRICKLE3,,"Also known as PK3. Required for γ-tubulin and Nedd1 recruitment to the basal body, necessary for basal body organization and cilia growth. Pk3 knockdown inhibites ciliogenesis (PMID: 27062996).",PMID: 27062996,"Centrosome/Basal Body, cytoplasm.",x,,,,
ENSG00000007062,prominin 1(PROM1),PROM1,607300,"Controls recruitment of ciliary membrane components, histone deacetylase, and transcription factors in stem cells. Mutations cause various human retinal disorders by disrupting the cilium‐derived photoreceptor outer segment (PMID: 30523147).",PMID: 30523147,"Nucleus, rods and cones outer segments",,x,,x,x
ENSG00000101161,pre-mRNA processing factor 6(PRPF6),PRPF6,613979,Mutated in autosomal dominant RP type 60. Splicing factor implicated in the correct splicing of transcripts encoding proteins important for ciliogenesis (PMID: 26167768).,PMID: 26167768,"Basal body, apical inner segment, apical connecting cilium of photoreceptor cells, nuclear speckles",x,,,,
ENSG00000174231,pre-mRNA processing factor 8(PRPF8),PRPF8,606419,Mutated in autosomal dominant RP type 13. Splicing factor implicated in the correct splicing of transcripts encoding proteins important for ciliogenesis. It has been implicated in the process of centriolar under-duplication (PMID: 26167768).,PMID: 26167768,"Basal body, apical inner segment, apical connecting cilium of photoreceptor cells, nuclear speckles",x,,,,
ENSG00000112619,peripherin 2(PRPH2),PRPH2,179605,"Photoreceptor-specific tetraspanin protein, essential for the morphogenesis of the outer segment (PMID: 30819798). Role in generating and/or sensing the curvature associated with creation and maintenance of OS membrane architecture (PMID: 23886945). Mutations are associated with RP (PMID: 25805137).","PMID: 30819798, PMID: 23886945, PMID: 25805137","Outer segment disk membranes, Luminal side of the late endosome",x,,,,x
ENSG00000171522,prostaglandin E receptor 4(PTGER4),PTGER4,,"Also known as EP4. Activates cAMP-mediated signaling cascade. Together with COX- 2, is required for cilia formation and elongation. Increases the intracellular cAMP and activates protein kinase A (PKA) signaling (PMID: 25173977).",PMID: 25173977,"Cilium, base of cilium",x,,,,
ENSG00000169398,protein tyrosine kinase 2(PTK2),PTK2,,"Interacts with both basal bodies and actin; its downregulation leads to defects in ciliogenesis (PMID: 24434137). It is a regulator of the actin cytoskeleton, cell adhesion, migration and plays a scaffolding role in multiciliated cells (PMID: 27895123).","PMID: 24434137, PMID: 27895123","Cytoskeleton, basal bodies.",x,,,,
ENSG00000158079,protein tyrosine phosphatase domain containing 1(PTPDC1),PTPDC1,,"Involved in centrosomal duplication, cytokinesis, and plays a role in ciliary length determination (PMID: 19284988, PMID: 21289087). Depletion may lengthen cilia and accumulate higher levels of Gli3 via increased anterograde transport (PMID: 21289087).","PMID: 19284988, PMID: 21289087","Centrosome, cytoplasm, nucleus.",x,,x,,x
ENSG00000186867,pyroglutamylated RFamide peptide receptor(QRFPR),QRFPR,,Ciliary GPCR,PMID: 24316073,Cilium membrane,x,,,,
ENSG00000084733,"RAB10, member RAS oncogene family(RAB10)",RAB10,,"Negative regulator of ciliogenesis. Rab10 phosphorylation enhances binding to RILPL1, which in turn strengthens its ability to block ciliogenesis (PMID: 30398148). Mediates membrane protein trafficking (PMID: 21856246). Interacts in a protein complex with Sec8 at the basal body (PMID: 20576682).","PMID: 30398148, PMID: 21856246, PMID: 20576682","Centrosome, pericentriolar membranes. Basal body of nascent cilia.",x,,,,x
ENSG00000103769,"RAB11A, member RAS oncogene family(RAB11A)",RAB11A,,"Regulator of the endocytic recycling compartment (ERC), binds to Rabin8 and transport it to the centrosome where it activates Rab8 to assemble the ciliary membrane from the ciliary vesicle (PMID: 20308558, PMID: 31204173, PMID: 22718902). Rabin8- Rab11a interaction and preciliary trafficking are promoted by PI3K and Akt inhibitors (PMID: 31204173).","PMID: 20308558, PMID: 31204173, PMID: 22718902","Centrosome, Basal Body",x,,x,,x
ENSG00000124839,"RAB17, member RAS oncogene family(RAB17)",RAB17,,"Involved in membrane trafficking, necessary for ciliogenesis (PMID: 17646400). Involved in the function of apical sorting endosomes in polarized epithelial cells (PMID: 9490718)","PMID: 17646400, PMID: 9490718",Plasma Membrane,,x,x,,x
